Measured Data,,,,,,,,,,,,Obtained from measured data,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
MD,DTC,DTS,GR,DEN,NEU,RES-SHT,RES-MED,RES-DEP,Hole Size,Caliper,,Poisson,Vp (Measured),Vs (Measured),
(ft),(micro-sec/ft),(micro-sec/ft),(GRAPI),(g/cc),(PU),(Ohms-m),(Ohms-m),(Ohms-m),(Inches),(Inches),,Unitless,(km/s),(km/s),
9329.068241,70.5413,130.4337,4.0091,2.5115,11.71,2.2609,2.2628,2.1003,8.5,8.6249,,0.293298719,4.32087302,2.336819396,2.726496299
9329.396325,70.4729,130.5206,4.3222,2.5158,11.8,2.2599,2.2221,2.1025,8.5,8.5781,,0.294251868,4.325066799,2.335263552,2.726809278
9329.724409,70.4045,130.6072,3.6375,2.5168,11.58,2.2383,2.2258,2.093,8.5,8.5781,,0.29519831,4.329268726,2.33371514,2.72891615
9330.052493,70.3078,130.6224,3.2535,2.5192,11.26,2.1986,2.2457,2.0841,8.5,8.5781,,0.296056742,4.335223119,2.333443575,2.731367454
9330.380577,70.0648,130.2649,3.3916,2.527,10.77,2.1163,2.1799,2.0785,8.5,8.5781,,0.296470566,4.350258618,2.339847495,2.736607136
9330.708661,69.8218,129.9073,3.159,2.5389,10.18,2.0452,2.0069,2.0759,8.5,8.5781,,0.296885438,4.365398772,2.346288469,2.739688105
9331.036745,69.5743,129.5238,2.9072,2.5513,9.59,2.0443,1.8889,2.0817,8.5,8.5781,,0.297224718,4.380928015,2.353235467,2.742744499
9331.364829,69.2922,128.9373,2.6901,2.5606,9.11,2.0527,1.8316,2.0866,8.5,8.5781,,0.296953434,4.398763497,2.363939682,2.748905067
9331.692913,69.0102,128.3509,2.7394,2.563,8.93,2.0529,1.8095,2.0916,8.5,8.5781,,0.296678945,4.416738395,2.374739873,2.758845459
9332.020997,68.7281,127.7738,3.3454,2.5591,9.1,2.0333,1.8123,2.0898,8.5,8.5781,,0.296444121,4.434867252,2.385465565,2.77227939
9332.349081,68.444,127.3283,3.8057,2.5506,9.63,2.012,1.8291,2.0931,8.5,8.5781,,0.296815764,4.453275671,2.393811902,2.78842137
9332.677165,68.1601,126.8831,3.9039,2.5403,10.34,2.0275,1.82,2.1068,8.5,8.5781,,0.297189052,4.471824425,2.402211169,2.805706509
9333.005249,67.878,126.4396,4.5688,2.5296,11.02,2.0709,1.8324,2.126,8.5,8.5781,,0.297556887,4.490409264,2.410637174,2.823319312
9333.333333,67.7037,126.0976,4.9295,2.5194,11.54,2.1091,1.9,2.1427,8.5,8.5782,,0.297478729,4.501969612,2.417175267,2.836311963
9333.661417,67.5293,125.7557,3.8342,2.5104,11.65,2.1555,2.0282,2.1599,8.5,8.6015,,0.297401414,4.51359632,2.423746995,2.848729754
9333.989501,67.3551,125.4143,3.6967,2.5034,12.34,2.2243,2.2125,2.185,8.5,8.5781,,0.29732423,4.525269801,2.430344865,2.860087721
9334.317585,67.29,125.3288,3.4018,2.4989,12.73,2.2799,2.3639,2.1961,8.5,8.5782,,0.297486507,4.529647793,2.43200286,2.865431269
9334.645669,67.2285,125.252,3.3278,2.4969,12.7,2.3392,2.492,2.211,8.5,8.6249,,0.297657931,4.533791472,2.433494076,2.869200954
9334.973753,67.1673,125.1754,3.1444,2.4973,13,2.4103,2.6163,2.2352,8.5,8.5782,,0.2978278,4.537922471,2.434983232,2.871585246
9335.301837,67.2309,125.1891,2.4831,2.4992,12.4,2.4614,2.7549,2.2475,8.5,8.625,,0.297351798,4.533629626,2.43471676,2.867778018
9335.629921,67.3055,125.2106,2.9714,2.5027,11.94,2.4944,2.8918,2.2611,8.5,8.625,,0.296817059,4.528604646,2.434298694,2.862595676
9335.958005,67.3802,125.2324,2.9254,2.5082,11.43,2.5108,3.0062,2.2687,8.5,8.6249,,0.296281709,4.52358408,2.43387494,2.856285303
9336.286089,67.4832,125.3902,3.3333,2.5154,11.26,2.5261,3.1351,2.2773,8.5,8.5781,,0.296127833,4.516679707,2.430811977,2.847841183
9336.614173,67.5901,125.568,3.552,2.5237,10.84,2.5428,3.2344,2.2823,8.5,8.5781,,0.296032592,4.50953616,2.427370031,2.838657593
9336.942257,67.6973,125.7457,3.7787,2.5309,10.53,2.5465,3.1719,2.2877,8.5,8.5781,,0.295934575,4.502395221,2.423939745,2.830128285
9337.270341,67.8442,125.8536,3.7461,2.5361,10.3,2.5446,2.9688,2.2917,8.5,8.5781,,0.295179985,4.492646387,2.421861592,2.821103696
9337.598425,67.9996,125.9467,3.7552,2.5387,10.22,2.523,2.7042,2.2879,8.5,8.5781,,0.294283316,4.482379308,2.420071348,2.813214927
9337.926509,68.1546,126.0396,4.611,2.5375,10.4,2.482,2.4873,2.2775,8.5,8.5781,,0.293386803,4.472185296,2.418287586,2.8074806
9338.254593,68.159,126.034,3.9434,2.5317,10.86,2.434,2.3452,2.2627,8.5,8.5781,,0.293323143,4.471896595,2.418395036,2.810513216
9338.582677,68.1198,126,3.2884,2.5218,11.42,2.3892,2.242,2.2476,8.5,8.5782,,0.293501513,4.474469978,2.419047619,2.817645023
9338.910761,68.0806,125.9658,3.5209,2.5106,11.66,2.3437,2.1509,2.2312,8.5,8.625,,0.293678909,4.477046325,2.419704396,2.825548888
9339.238845,68.0051,125.8328,3.6052,2.5008,12.22,2.3079,2.1054,2.2063,8.5,8.625,,0.293709914,4.48201679,2.422261922,2.834222874
9339.566929,67.916,125.6628,3.7352,2.494,12.76,2.297,2.1205,2.1921,8.5,8.625,,0.293686101,4.487896814,2.425538823,2.841807384
9339.895013,67.827,125.4931,4.0071,2.4897,13.06,2.2924,2.1847,2.1743,8.5,8.625,,0.293662754,4.493785661,2.428818796,2.847992521
9340.223097,67.7979,125.4463,3.9597,2.4882,13.03,2.2834,2.2829,2.1543,8.5,8.625,,0.293695471,4.495714469,2.42972491,2.850073616
9340.551181,67.7969,125.4576,4.1699,2.4904,12.8,2.2694,2.3807,2.1337,8.5,8.625,,0.293756557,4.495780781,2.429506064,2.848856491
9340.879265,67.7961,125.469,4.0083,2.4966,12.48,2.2504,2.4926,2.1031,8.5,8.625,,0.29381636,4.495833831,2.429285321,2.845350474
9341.207349,67.873,125.5474,3.4808,2.5051,12.42,2.233,2.6087,2.0789,8.5,8.6249,,0.293519647,4.490740059,2.427768317,2.837300821
9341.535433,67.9952,125.6648,3.1001,2.5137,12.05,2.2143,2.7015,2.0593,8.5,8.5781,,0.293014631,4.482669365,2.42550022,2.827352676
9341.863517,68.1174,125.7823,2.8863,2.5203,11.71,2.1947,2.73,2.0422,8.5,8.5781,,0.292509867,4.474627628,2.42323443,2.818582688
9342.191601,68.1859,125.9726,2.9715,2.524,11.49,2.1751,2.6823,2.0255,8.5,8.5782,,0.292807106,4.470132388,2.41957378,2.813686521
9342.519685,68.2161,126.2145,3.3401,2.5236,11.24,2.1558,2.5751,2.0152,8.5,8.6017,,0.293669634,4.468153412,2.414936477,2.812663755
9342.847769,68.2463,126.456,3.6234,2.5181,11.65,2.1352,2.4202,2.0102,8.5,8.625,,0.294523678,4.466176188,2.41032454,2.814487766
9343.175853,68.2397,126.5657,3.3196,2.5088,12.12,2.1001,2.2281,1.9981,8.5,8.625,,0.295081562,4.466608147,2.408235407,2.819972241
9343.503937,68.2015,126.5611,3.1852,2.5,12.42,2.0513,2.0449,1.9912,8.5,8.625,,0.295383813,4.469109917,2.408322937,2.82651329
9343.832021,68.1631,126.5565,3.4229,2.4969,12.43,2.0004,1.9214,1.9861,8.5,8.625,,0.295687358,4.471627611,2.408410473,2.829860678
9344.160105,68.0944,126.5268,3.5858,2.5016,12.1,1.9633,1.8715,1.9868,8.5,8.625,,0.296132063,4.476139007,2.408975806,2.830053405
9344.488189,67.9937,126.4707,4.1131,2.5118,11.48,1.9372,1.8954,1.9883,8.5,8.625,,0.296725846,4.482768256,2.410044382,2.828484218
9344.816273,67.893,126.4143,3.5303,2.5239,10.74,1.9185,1.9745,1.9914,8.5,8.6249,,0.297317188,4.489417171,2.411119628,2.825881144
9345.144357,67.7942,126.2477,3.427,2.5344,10.37,1.9133,2.0412,1.9966,8.5,8.5781,,0.297395519,4.495959831,2.414301409,2.824131029
9345.472441,67.6978,125.941,3.713,2.5408,9.87,1.9267,2.0867,2.0122,8.5,8.5781,,0.296819743,4.502361967,2.420180878,2.824588371
9345.800525,67.6013,125.6341,3.2879,2.5421,9.63,1.9677,2.1172,2.0408,8.5,8.5781,,0.296239553,4.508789032,2.426092916,2.827897081
9346.128609,67.4798,125.314,3.724,2.5391,9.65,2.0181,2.0902,2.0664,8.5,8.5781,,0.295807502,4.516907282,2.432290087,2.834661944
9346.456693,67.3193,124.9729,2.8461,2.5346,9.9,2.0598,2.047,2.0954,8.5,8.5781,,0.29560932,4.527676313,2.43892876,2.843941482
9346.784777,67.1588,124.6318,2.826,2.5315,9.94,2.1025,2.0482,2.1361,8.5,8.5782,,0.295409872,4.538496817,2.44560377,2.852483029
9347.112861,67.0058,124.2649,3.2165,2.5324,10.5,2.1463,2.1102,2.1785,8.5,8.6249,,0.295024557,4.548859949,2.452824571,2.858488264
9347.440945,66.8668,123.8489,3.623,2.536,10.54,2.1899,2.2107,2.2258,8.5,8.5782,,0.294284892,4.558315936,2.461063441,2.862396539
9347.769029,66.7278,123.433,3.8486,2.5407,10.31,2.2418,2.3458,2.2676,8.5,8.6249,,0.293538188,4.567811317,2.469355845,2.865704874
9348.097113,66.5797,123.0438,4.096,2.5459,9.87,2.297,2.4797,2.3106,8.5,8.5781,,0.292991059,4.577971964,2.477166667,2.869144743
9348.425197,66.4103,122.718,3.7043,2.5524,9.36,2.356,2.6677,2.3501,8.5,8.5781,,0.292930287,4.589649497,2.483743216,2.872798415
9348.753281,66.2408,122.3921,3.1854,2.5606,8.87,2.4466,2.8845,2.4085,8.5,8.5781,,0.29286958,4.601393703,2.490356812,2.875534107
9349.081365,66.0622,122.0406,3.6904,2.5684,8.49,2.5975,2.9696,2.4996,8.5,8.5781,,0.292766325,4.61383363,2.497529511,2.878926648
9349.409449,65.8559,121.6118,3.3088,2.5736,8.25,2.7497,2.9524,2.5881,8.5,8.5781,,0.292536308,4.628286911,2.506335734,2.88502612
9349.737533,65.6496,121.183,3.7123,2.5754,8.16,2.8426,2.9784,2.6694,8.5,8.5781,,0.292304421,4.64283103,2.515204278,2.893080597
9350.065617,65.4269,120.7555,3.7406,2.5744,8.24,2.9268,3.1101,2.7426,8.5,8.5781,,0.292224476,4.658634293,2.524108633,2.903491814
9350.393701,65.1391,120.3332,3.4676,2.5726,8.36,3.0372,3.295,2.8345,8.5,8.5781,,0.29275608,4.679217244,2.532966796,2.917340198
9350.721785,64.8514,119.9109,3.813,2.5723,8.38,3.1471,3.4373,2.9059,8.5,8.5781,,0.293289235,4.699975637,2.541887351,2.930453253
9351.049869,64.5626,119.503,3.7619,2.5753,8.22,3.2324,3.5741,2.9738,8.5,8.5781,,0.293904941,4.720999464,2.550563584,2.941846696
9351.377953,64.2677,119.174,3.5791,2.5816,7.97,3.3287,3.7409,3.0667,8.5,8.5781,,0.294961567,4.742662333,2.557604847,2.951737473
9351.706037,63.9728,118.8452,4.175,2.5887,7.69,3.4239,3.9362,3.1632,8.5,8.5781,,0.296019893,4.764524923,2.564680778,2.961275007
9352.034121,63.6995,118.5497,4.8864,2.594,7.4,3.5171,4.0756,3.2588,8.5,8.5781,,0.297045724,4.784966915,2.571073567,2.970940495
9352.362205,63.6094,118.5376,5.1477,2.5976,7.16,3.6319,4.1574,3.3438,8.5,8.5781,,0.297793453,4.791744616,2.571336015,2.973086369
9352.690289,63.5194,118.5255,5.4961,2.6007,7.04,3.7442,4.2108,3.4321,8.5,8.5781,,0.298537876,4.798533991,2.571598517,2.975523926
9353.018373,63.4422,118.5283,5.1566,2.6017,7.07,3.8303,4.3103,3.4822,8.5,8.5781,,0.299237101,4.804373114,2.571537768,2.978572116
9353.346457,63.5761,118.7745,4.7498,2.5992,7.24,3.8976,4.473,3.5548,8.5,8.5781,,0.29921832,4.794254445,2.566207393,2.97372792
9353.674541,63.71,119.0207,4.8762,2.593,7.5,3.9694,4.6138,3.6355,8.5,8.5781,,0.299199615,4.784178308,2.56089907,2.971023584
9354.002625,63.8434,119.2655,3.9349,2.5844,7.79,4.0025,4.7221,3.6665,8.5,8.5781,,0.299178786,4.774181826,2.555642663,2.969744516
9354.330709,64.2221,119.6851,4.198,2.5761,8.05,4.0317,4.7813,3.7332,8.5,8.5781,,0.297820592,4.746029793,2.54668292,2.956984863
9354.658793,64.5979,120.1015,4.5949,2.5696,8.28,4.0619,4.7938,3.7822,8.5,8.5781,,0.296473874,4.718419639,2.537853399,2.943498379
9354.986877,64.9736,120.518,5.2226,2.5643,8.51,4.0712,4.7798,3.8148,8.5,8.5781,,0.295129542,4.691136092,2.529082793,2.929500767
9355.314961,65.2591,120.9996,5.3511,2.5589,8.76,4.0709,4.7166,3.8387,8.5,8.5781,,0.294900436,4.670612987,2.519016592,2.919760477
9355.643045,65.5407,121.484,5.4017,2.5529,8.99,4.0716,4.5718,3.8524,8.5,8.5781,,0.294720724,4.650545386,2.508972375,2.910629894
9355.971129,65.822,121.9681,4.6451,2.5485,9.11,4.0854,4.3169,3.8869,8.5,8.5781,,0.29454351,4.630670596,2.499014086,2.900691682
9356.299213,65.9513,122.3337,4.4965,2.5479,9.1,4.0521,4.1476,3.8955,8.5,8.5781,,0.29513987,4.621591993,2.491545666,2.895345616
9356.627297,66.0658,122.6877,5.4378,2.5508,8.96,4,4.068,3.8935,8.5,8.5781,,0.295805543,4.613582217,2.484356623,2.888684162
9356.955381,66.1802,123.0415,5.3122,2.5561,8.74,3.9708,3.9697,3.8976,8.5,8.5781,,0.296465315,4.605607115,2.477212973,2.880699566
9357.283465,66.2079,123.2713,5.3272,2.5616,8.5,3.9276,3.8759,3.8776,8.5,8.5781,,0.297292208,4.603680225,2.472595,2.876401406
9357.611549,66.2221,123.4814,5.5306,2.565,8.3,3.8833,3.8058,3.873,8.5,8.5781,,0.298138022,4.602693059,2.468387952,2.873878009
9357.939633,66.2364,123.6913,5.1071,2.5651,8.21,3.8278,3.7975,3.8387,8.5,8.5781,,0.29897593,4.601699368,2.46419918,2.873201551
9358.267717,66.2642,123.7965,5.0569,2.5625,8.29,3.7624,3.824,3.8107,8.5,8.5781,,0.299218423,4.599768804,2.462105148,2.873452792
9358.595801,66.2952,123.8781,5.6474,2.559,8.56,3.6594,3.855,3.7611,8.5,8.5781,,0.299326004,4.597617927,2.46048333,2.874072602
9358.923885,66.3263,123.9601,5.9094,2.5556,8.96,3.5385,3.869,3.6872,8.5,8.5781,,0.299434356,4.595462132,2.458855712,2.874635285
9359.251969,66.4483,124.1604,6.3327,2.553,9.32,3.5191,3.8472,3.7023,8.5,8.5781,,0.29930888,4.5870248,2.454888998,2.870818133
9359.580052,66.598,124.3964,7.0318,2.5514,9.49,3.5057,3.8428,3.7103,8.5,8.5781,,0.299111106,4.576714015,2.450231679,2.865263055
9359.908136,66.7478,124.6325,5.04,2.5509,9.51,3.4849,3.8176,3.6841,8.5,8.5781,,0.298913508,4.566442639,2.445590035,2.8591128
9360.23622,66.9828,124.8929,5.3889,2.5511,9.49,3.4661,3.7679,3.6747,8.5,8.5781,,0.298106513,4.550421899,2.440491013,2.848970311
9360.564304,67.2511,125.1628,5.2386,2.5498,9.59,3.4345,3.7133,3.6498,8.5,8.5781,,0.297060759,4.532267874,2.435228359,2.838327545
9360.892388,67.5194,125.4327,4.4516,2.5458,9.85,3.3978,3.6285,3.6229,8.5,8.5781,,0.296014484,4.514258124,2.429988352,2.82926904
9361.220472,67.7182,125.6711,4.2776,2.5395,10.23,3.3586,3.5114,3.6265,8.5,8.5781,,0.295415277,4.501005638,2.425378627,2.824460128
9361.548556,67.8832,125.8942,3.7555,2.5322,10.71,3.328,3.4084,3.5953,8.5,8.5781,,0.295034323,4.490065289,2.421080558,2.821653322
9361.87664,68.0481,126.1171,4.0577,2.5255,11.17,3.2952,3.2934,3.5773,8.5,8.5781,,0.294653989,4.479184577,2.416801528,2.818546945
9362.204724,68.1739,126.2243,4.9309,2.5196,11.52,3.2605,3.1842,3.555,8.5,8.5781,,0.294075117,4.470919223,2.414748983,2.816637931
9362.532808,68.276,126.2618,5.3665,2.5147,11.72,3.2215,3.1255,3.5253,8.5,8.5781,,0.293376131,4.464233406,2.414031797,2.81516466
9362.860892,68.3783,126.2994,5.3531,2.511,11.78,3.183,3.0721,3.5124,8.5,8.5781,,0.292674083,4.457554517,2.413313127,2.813023155
9363.188976,68.4952,126.3646,6.3723,2.5091,11.66,3.1435,3.0132,3.4929,8.5,8.5781,,0.291973315,4.449946858,2.412067937,2.809285252
9363.51706,68.623,126.4504,7.6218,2.5102,11.34,3.0994,2.8515,3.453,8.5,8.5781,,0.291273455,4.441659502,2.410431284,2.80343893
9363.845144,68.7506,126.5363,7.4845,2.5158,10.91,3.0572,2.6245,3.4121,8.5,8.5781,,0.29057453,4.433415854,2.408794947,2.795119716
9364.173228,68.8053,126.6604,6.8382,2.526,10.48,3.049,2.628,3.4055,8.5,8.5781,,0.290684407,4.429891302,2.406434845,2.787253033
9364.501312,68.7946,126.8187,6.3343,2.5387,10.17,3.0346,2.6904,3.3692,8.5,8.5781,,0.291516393,4.430580307,2.40343104,2.780705023
9364.829396,68.7837,126.9767,6.8228,2.5496,10.05,3.0145,2.7734,3.3547,8.5,8.5781,,0.292343523,4.431282411,2.400440396,2.775194358
9365.15748,68.6456,126.9627,7.5486,2.5533,10.17,2.997,2.8431,3.3285,8.5,8.5781,,0.293456174,4.440197187,2.400705089,2.778761894
9365.485564,68.3697,126.7628,8.1365,2.5474,10.5,2.9893,2.9102,3.313,8.5,8.5781,,0.294880848,4.458115218,2.404490907,2.793204391
9365.813648,68.0935,126.5625,7.4706,2.5343,10.93,2.991,2.9758,3.3013,8.5,8.5781,,0.296301487,4.476198169,2.408296296,2.81177324
9366.141732,67.687,126.1352,6.2315,2.5208,11.33,3.0239,2.9554,3.3028,8.5,8.5781,,0.297788488,4.503080355,2.416454725,2.83622383
9366.469816,67.1093,125.4098,5.778,2.5129,11.63,3.0904,2.8495,3.3215,8.5,8.5781,,0.299373027,4.541844424,2.430432071,2.865132102
9366.7979,66.5316,124.6842,5.1842,2.5117,11.81,3.1051,2.7958,3.3082,8.5,8.5781,,0.300963361,4.581281677,2.444575977,2.890700597
9367.125984,65.9253,123.8482,4.9047,2.5146,11.84,3.0732,2.8302,3.2958,8.5,8.5781,,0.30230833,4.623414683,2.461077351,2.915603026
9367.454068,65.2732,122.8354,4.7448,2.5194,11.7,3.0631,2.8648,3.2659,8.5,8.5781,,0.303259497,4.669604064,2.481369377,2.941924315
9367.782152,64.6214,121.8227,5.0024,2.5253,11.37,3.0686,2.9417,3.2445,8.5,8.5782,,0.304220062,4.716703754,2.501996754,2.968124479
9368.110236,64.1099,120.9105,5.1177,2.5328,10.57,3.0672,3.0834,3.2415,8.5,8.6249,,0.304454573,4.754335914,2.520872877,2.987372745
9368.43832,63.8749,120.1961,4.004,2.542,10.24,3.0796,3.1898,3.2301,8.5,8.5781,,0.303223515,4.771827431,2.535855989,2.992932735
9368.766404,63.6401,119.4821,3.5835,2.5521,9.52,3.1121,3.2591,3.2237,8.5,8.5781,,0.301970564,4.789433078,2.551009733,2.998025107
9369.094488,63.4885,118.9227,3.1521,2.5618,8.84,3.1314,3.3514,3.2314,8.5,8.5781,,0.300689191,4.800869449,2.563009417,2.999489083
9369.422572,63.5417,118.7445,3.4319,2.5703,8.3,3.111,3.4953,3.2235,8.5,8.5781,,0.299380675,4.796849943,2.566855728,2.992018157
9369.750656,63.5951,118.5664,3.8419,2.5776,7.98,3.0849,3.656,3.2003,8.5,8.5781,,0.298058903,4.792822088,2.570711433,2.985269519
9370.07874,63.6807,118.4511,3.3756,2.5836,7.83,3.0943,3.7282,3.2023,8.5,8.5781,,0.296739041,4.786379547,2.573213757,2.977792941
9370.406824,63.8683,118.5338,3.2941,2.5877,7.79,3.1033,3.7852,3.2009,8.5,8.5782,,0.295450907,4.772320541,2.571418448,2.966693248
9370.734908,64.0558,118.6165,2.9479,2.5881,7.51,3.1066,3.8757,3.1901,8.5,8.6249,,0.294157858,4.758351312,2.569625642,2.957780741
9371.062992,64.2203,118.7125,3.3173,2.5835,7.92,3.1364,3.9546,3.2171,8.5,8.5781,,0.293134179,4.746162818,2.567547647,2.952829695
9371.391076,64.2883,118.8632,3.6399,2.5752,8.15,3.1863,3.9685,3.2302,8.5,8.5781,,0.293257169,4.741142634,2.564292397,2.954456086
9371.71916,64.3562,119.0138,4.0592,2.566,8.46,3.1982,3.9774,3.2254,8.5,8.5781,,0.293380195,4.736140418,2.561047542,2.956624994
9372.047244,64.4069,119.1493,4.5948,2.5577,8.79,3.1946,3.9938,3.2265,8.5,8.5781,,0.29358469,4.73241221,2.558135046,2.959087208
9372.375328,64.3556,119.195,4.2577,2.5498,9.07,3.2411,3.9707,3.2329,8.5,8.5781,,0.294271628,4.736184574,2.557154243,2.966030145
9372.703412,64.3043,119.2407,4.696,2.542,9.23,3.3118,3.9211,3.2533,8.5,8.5781,,0.294955899,4.739962957,2.556174192,2.972947052
9373.031496,64.2568,119.2759,4.8608,2.5354,9.32,3.3499,3.8966,3.2673,8.5,8.5781,,0.295552758,4.743466839,2.555419829,2.97901456
9373.35958,64.2436,119.2145,4.6613,2.5322,9.41,3.3749,3.9001,3.2637,8.5,8.5781,,0.295374382,4.74444147,2.556735968,2.981508769
9373.687664,64.2305,119.153,3.9514,2.5327,9.53,3.375,3.9267,3.2751,8.5,8.5781,,0.295194293,4.745409112,2.558055609,2.981822481
9374.015748,64.2224,119.0911,3.5594,2.5344,9.67,3.3615,3.9686,3.2703,8.5,8.5782,,0.294966915,4.746007624,2.55938521,2.981198208
9374.343832,64.3123,119.0216,3.8239,2.5352,9.77,3.3557,3.9997,3.2716,8.5,8.6017,,0.293816384,4.739373339,2.560879706,2.976561143
9374.671916,64.4021,118.9521,4.0603,2.5372,9.61,3.354,3.9959,3.2904,8.5,8.625,,0.292659355,4.732764925,2.562375948,2.971238969
9375,64.4921,118.883,4.4533,2.5391,9.46,3.3771,3.9302,3.2911,8.5,8.6249,,0.29149502,4.726160258,2.563865313,2.965982206
9375.328084,64.6182,118.988,3.895,2.5447,9.28,3.4354,3.8021,3.3081,8.5,8.6015,,0.290861187,4.716937333,2.561602851,2.95693523
9375.656168,64.7444,119.0929,4.6134,2.5519,9.29,3.4779,3.745,3.3303,8.5,8.5782,,0.290225241,4.707743063,2.559346527,2.947005363
9375.984252,64.8703,119.1983,4.3896,2.5584,8.68,3.4631,3.8321,3.3208,8.5,8.6015,,0.289593869,4.698606296,2.557083448,2.937547062
9376.312336,64.8945,119.4869,5.1051,2.562,8.78,3.4206,3.9534,3.3191,8.5,8.5781,,0.290812134,4.696854125,2.550907254,2.934387807
9376.64042,64.9137,119.7849,5.2209,2.5598,8.52,3.3911,4.0156,3.3146,8.5,8.5782,,0.292109487,4.695464902,2.544561126,2.934780206
9376.968504,64.9328,120.083,4.4469,2.5523,8.75,3.3936,4.0065,3.3116,8.5,8.625,,0.293394273,4.69408373,2.538244381,2.938224473
9377.296588,64.9455,120.4667,4.0675,2.544,9.1,3.3995,3.9745,3.3155,8.5,8.6249,,0.295133484,4.693165808,2.530159787,2.942438162
9377.624672,64.9575,120.8595,3.4922,2.5387,9.76,3.4008,3.9311,3.3195,8.5,8.5781,,0.296897243,4.692298811,2.521936629,2.944963857
9377.952756,64.9696,121.2519,3.0271,2.5379,9.98,3.4006,3.8487,3.3235,8.5,8.5782,,0.298632799,4.691424913,2.513775042,2.944879419
9378.28084,65.0323,121.5193,3.6405,2.5398,9.76,3.3939,3.7191,3.3267,8.5,8.625,,0.299330789,4.68690174,2.508243546,2.940939492
9378.608924,65.1035,121.7655,3.9395,2.5426,10.04,3.3804,3.625,3.333,8.5,8.6093,,0.299852801,4.681775941,2.503172081,2.936105146
9378.937008,65.1747,122.0113,3.4311,2.5463,9.97,3.3476,3.5816,3.3334,8.5,8.5781,,0.300369621,4.676661343,2.498129272,2.930765948
9379.265092,65.2538,122.136,3.242,2.5502,9.56,3.3081,3.5051,3.3277,8.5,8.5782,,0.300262649,4.670992341,2.495578699,2.924974165
9379.593176,65.3348,122.2319,3.0398,2.5545,9.75,3.2807,3.4182,3.3369,8.5,8.6016,,0.300007704,4.665201393,2.493620732,2.918888081
9379.92126,65.416,122.3274,2.8122,2.5582,9.68,3.2517,3.3691,3.3261,8.5,8.6017,,0.299749308,4.659410542,2.491673983,2.913155925
9380.249344,65.5301,122.279,3.1523,2.5595,9.33,3.2179,3.3727,3.325,8.5,8.625,,0.298545215,4.651297648,2.492660228,2.907344964
9380.577428,65.6546,122.185,4.0746,2.5573,9.31,3.1755,3.4098,3.3285,8.5,8.625,,0.297030346,4.64247745,2.494577894,2.903079731
9380.905512,65.7789,122.0906,4.4837,2.5505,9.38,3.1348,3.4123,3.3202,8.5,8.6249,,0.29550236,4.633704729,2.496506693,2.901454017
9381.233596,65.7888,121.8614,4.2069,2.5398,9.88,3.1118,3.3385,3.3412,8.5,8.5782,,0.294328456,4.633007442,2.501202185,2.907121871
9381.56168,65.7525,121.5777,3.8519,2.5298,9.89,3.0873,3.2433,3.3392,8.5,8.6017,,0.293292393,4.635565188,2.507038709,2.914470063
9381.889764,65.7158,121.2939,3.8415,2.5253,10.18,3.0813,3.1398,3.3532,8.5,8.6249,,0.292249646,4.63815399,2.512904606,2.918694731
9382.217848,65.5368,120.9457,3.5739,2.5267,10.66,3.0799,3.0064,3.3844,8.5,8.6017,,0.292163004,4.650822134,2.520139203,2.925855613
9382.545932,65.2856,120.565,4.0995,2.5311,10.4,3.075,2.8875,3.4025,8.5,8.6249,,0.292567159,4.668717144,2.528096877,2.934559442
9382.874016,65.0342,120.1842,4.8464,2.5348,10.66,3.0739,2.8378,3.4354,8.5,8.5781,,0.292974442,4.68676481,2.536107076,2.943752621
9383.2021,64.6706,119.7707,4.6161,2.5362,10.6,3.0792,2.8166,3.4538,8.5,8.5782,,0.294234186,4.713115388,2.544862809,2.959486228
9383.530184,64.237,119.3368,4.5571,2.5377,10.22,3.1042,2.847,3.481,8.5,8.6249,,0.296023665,4.744928935,2.554115746,2.978582081
9383.858268,63.8034,118.9029,4.7172,2.541,10.42,3.1258,2.9763,3.4971,8.5,8.5781,,0.297811492,4.777174884,2.563436216,2.996876235
9384.186352,63.3988,118.5334,4.6972,2.5446,10.3,3.1205,3.1468,3.5127,8.5,8.5781,,0.299645879,4.807661975,2.571427125,3.013867557
9384.514436,63.0163,118.2128,4.5021,2.5473,10.17,3.1771,3.2128,3.5468,8.5,8.5781,,0.301511052,4.836843801,2.578400985,3.030553916
9384.84252,62.6339,117.8925,4.8743,2.549,10.03,3.274,3.2603,3.5966,8.5,8.5781,,0.303370663,4.86637428,2.585406196,3.048039497
9385.170604,62.3507,117.6948,4.3503,2.5502,9.87,3.3478,3.3463,3.6372,8.5,8.5781,,0.304926143,4.888477595,2.58974908,3.061163373
9385.498688,62.1588,117.6103,4.6038,2.5505,9.72,3.4085,3.4445,3.6873,8.5,8.5781,,0.306203065,4.903569567,2.591609748,3.070433368
9385.826772,61.9672,117.526,4.1548,2.5486,9.63,3.4761,3.5388,3.7263,8.5,8.5781,,0.307472446,4.9187312,2.593468679,3.08107486
9386.154856,61.8328,117.555,3.8755,2.5447,9.59,3.5734,3.6328,3.774,8.5,8.5781,,0.308756505,4.929422572,2.592828889,3.090137145
9386.48294,61.7626,117.7105,3.6519,2.5411,9.52,3.6859,3.7124,3.8208,8.5,8.5781,,0.310050572,4.935025404,2.589403664,3.095840052
